model,s100,sigma,s100_conv,sigma_conv,deviance,dof,s100_se,sigma_se
lognorm,3.56959186800488,0.27176842428080716,32.97447546970688,10.199045216505045,65.88499842929812,36,0.6475674039950744,0.7004738929255078
norm.loc,33.792479187194985,10.52671291644876,33.792479187194985,10.52671291644876,114.67445835189005,36,0.7419786013961995,0.6162721215206362
norm.sca,284.6936203907888,60.85601636966009,284.6936203907888,60.85601636966009,282.2414239409513,36,108.5285831968359,13.24094605616239
