model,mode,spread,mode_conv,spread_conv,deviance,dof,mode_se,spread_se
norm.loc,55.98667459837219,56.8606316774393,55.98667459837219,56.8606316774393,150.2971138997313,66,66.65183419954167,92.8245453976298
lognorm,5.016318049560895,1.01695227203777,53.630939228444944,340.6512528594603,151.29658043696978,66,54.467360599477516,1330.3065842363621
