model,s100,sigma,s100_conv,sigma_conv,deviance,dof,s100_se,sigma_se
lognorm,3.6243481339998294,0.2813541778241034,34.64619685095488,11.197693524889246,87.59228912106781,31,1.0522258597400669,1.2077077733500008
norm.loc,34.57993315141625,10.462038795310935,34.57993315141625,10.462038795310935,97.66327695374669,31,0.9814006615735283,0.846289624970607
norm.sca,35.822734610790654,8.640313082776853,35.822734610790654,8.640313082776853,123.46250674572624,31,0.9572857777272032,0.6075966579191507
