model,s100,sigma,s100_conv,sigma_conv,deviance,dof,s100_se,sigma_se
norm.sca,23.489199362467584,6.1439596314664975,23.489199362467584,6.1439596314664975,137.6852324477092,29,0.18969060618488612,0.11490897485686377
norm.loc,22.785431512479896,9.07009145531358,22.785431512479896,9.07009145531358,256.74477896040196,29,0.30322153067129853,0.29945766011990316
lognorm,3.325925146661109,0.3745790639286882,24.182172098474187,11.58388544674468,321.422534561099,29,0.5013643066670687,0.7679316380298353
